customer_id,segment_name,R,F,M,RFM_score,recency_days,frequency_180d,monetary_180d,return_rate_180d,ticket_count_90d,sessions_30d,avg_discount_pct_180d,churn_next_60d
CUST00627,Dormant Customers,3,2,1,6,75,1,403.11,0.0,0,6,0.28,1
CUST00628,Discount-Sensitive,3,2,1,6,59,1,232.57,0.0,1,9,0.58,0
CUST00629,Discount-Sensitive,4,2,1,7,44,1,442.4,0.0,0,2,0.42,0
CUST00630,At-Risk Customers,2,4,4,10,93,2,1967.63,0.0,0,20,0.285,0
CUST00631,Loyal Customers,3,5,3,11,68,3,1238.87,0.0,0,0,0.49,1
CUST00632,Discount-Sensitive,3,2,3,8,61,1,1078.63,0.0,0,11,0.45,1
CUST00633,Dormant Customers,4,2,4,10,33,1,1619.36,0.0,0,4,0.17,0
CUST00634,At-Risk Customers,2,4,2,8,118,2,727.14,0.0,0,1,0.23,1
CUST00635,Discount-Sensitive,2,2,3,7,134,1,1016.46,0.0,0,1,0.35,1
CUST00636,Loyal Customers,3,4,5,12,72,2,2158.95,0.0,0,1,0.195,0
CUST00637,Discount-Sensitive,3,2,3,8,60,1,928.75,0.0,0,1,0.56,0
CUST00638,Discount-Sensitive,1,2,1,4,173,1,300.91,0.0,0,0,0.33,1
CUST00639,Dormant Customers,1,1,1,3,369,0,0.0,0.0,0,1,0.0,1
CUST00640,Dormant Customers,2,2,2,6,130,1,641.86,0.0,0,0,0.28,1
CUST00641,Champions,4,5,4,13,35,3,1518.18,0.0,0,5,0.303,0
CUST00642,Champions,5,5,4,14,18,3,1654.45,0.0,0,4,0.407,0
CUST00643,Dormant Customers,1,2,3,6,155,1,1091.34,0.0,0,14,0.26,1
CUST00644,Loyal Customers,3,4,2,9,78,2,715.36,0.0,0,0,0.285,1
CUST00645,Dormant Customers,1,1,1,3,252,0,0.0,0.0,0,0,0.0,1
CUST00646,Dormant Customers,2,2,2,6,117,1,624.08,0.0,0,5,0.07,0
CUST00647,Dormant Customers,3,2,2,7,64,1,507.52,0.0,1,2,0.13,1
CUST00648,Dormant Customers,4,2,4,10,31,1,1298.17,0.0,0,3,0.13,0
CUST00649,Discount-Sensitive,2,2,1,5,124,1,364.41,0.0,0,5,0.34,1
CUST00650,Loyal Customers,3,4,5,12,59,2,2193.25,0.0,0,6,0.345,1
CUST00651,Champions,4,4,5,13,34,2,2189.98,0.0,0,6,0.395,0
CUST00652,Loyal Customers,3,4,5,12,75,2,2138.43,0.0,0,13,0.505,0
CUST00653,Champions,4,4,5,13,32,2,2037.83,0.0,0,19,0.235,0
CUST00654,High-Value but Unhappy,5,5,5,15,8,4,4671.99,0.5,2,8,0.11,0
CUST00655,Dormant Customers,3,2,2,7,79,1,631.53,0.0,0,0,0.11,0
CUST00656,Loyal Customers,3,4,4,11,67,2,1360.96,0.0,0,16,0.24,0
CUST00657,Loyal Customers,3,4,2,9,63,2,674.97,0.5,1,5,0.38,1
CUST00658,Dormant Customers,1,1,1,3,219,0,0.0,0.0,0,3,0.0,1
CUST00659,Discount-Sensitive,5,2,3,10,16,1,883.27,0.0,0,21,0.37,0
CUST00660,Dormant Customers,4,2,2,8,43,1,573.43,0.0,0,7,0.16,0
CUST00661,Discount-Sensitive,1,2,1,4,180,1,415.44,0.0,0,1,0.44,1
CUST00662,Dormant Customers,2,2,3,7,124,1,852.96,0.0,0,2,0.27,1
CUST00663,Loyal Customers,3,5,4,12,64,3,1861.9,0.0,0,14,0.4,1
CUST00664,Discount-Sensitive,5,2,1,8,20,1,237.27,0.0,1,1,0.34,0
CUST00665,Champions,4,5,4,13,35,3,1936.8,0.333,1,3,0.237,0
CUST00666,Discount-Sensitive,5,2,2,9,3,1,540.99,0.0,1,1,0.32,0
CUST00667,Champions,4,4,4,12,25,2,1406.34,0.5,0,7,0.22,0
CUST00668,Loyal Customers,4,4,3,11,42,2,952.41,0.0,0,3,0.16,1
CUST00669,Loyal Customers,3,5,5,13,57,3,2774.76,0.0,0,1,0.243,0
CUST00670,Dormant Customers,1,1,1,3,242,0,0.0,0.0,0,0,0.0,1
CUST00671,Champions,5,5,5,15,2,3,2568.33,0.0,0,13,0.34,0
CUST00672,Discount-Sensitive,2,2,1,5,141,1,434.37,0.0,0,10,0.47,1
CUST00673,Discount-Sensitive,2,2,4,8,118,1,1297.2,0.0,0,1,0.36,1
CUST00674,Loyal Customers,3,5,5,13,56,5,2521.51,0.0,0,14,0.28,1
CUST00675,At-Risk Customers,2,4,5,11,130,2,4218.15,0.0,0,8,0.235,0
CUST00676,Discount-Sensitive,5,2,2,9,6,1,714.17,0.0,1,9,0.4,0
CUST00677,Discount-Sensitive,5,2,1,8,6,1,291.61,0.0,0,1,0.36,0
CUST00678,Dormant Customers,1,1,1,3,196,0,0.0,0.0,0,1,0.0,1
CUST00679,Loyal Customers,3,5,5,13,83,3,2474.75,0.0,0,3,0.337,0
CUST00680,Dormant Customers,1,1,1,3,215,0,0.0,0.0,0,1,0.0,1
CUST00681,Dormant Customers,1,1,1,3,211,0,0.0,0.0,0,1,0.0,1
CUST00682,Dormant Customers,5,2,3,10,19,1,1238.23,0.0,1,6,0.17,0
CUST00683,Champions,5,5,5,15,0,3,3422.7,0.0,1,7,0.25,0
CUST00684,Discount-Sensitive,2,2,2,6,140,1,547.13,0.0,0,2,0.34,1
CUST00685,Discount-Sensitive,5,2,3,10,2,1,1158.09,0.0,0,3,0.44,0
CUST00686,Discount-Sensitive,2,2,1,5,127,1,318.48,0.0,0,21,0.31,1
CUST00687,At-Risk Customers,2,5,5,12,117,3,2804.77,0.0,0,1,0.31,1
CUST00688,Champions,5,5,5,15,13,4,2214.44,0.25,1,1,0.265,0
CUST00689,Loyal Customers,3,5,5,13,70,4,4514.31,0.0,0,13,0.1,0
CUST00690,Champions,5,5,5,15,4,3,3098.92,0.0,0,11,0.303,0
CUST00691,Loyal Customers,3,4,3,10,61,2,1222.65,0.0,0,14,0.52,0
CUST00692,Discount-Sensitive,3,2,1,6,58,1,269.14,0.0,0,0,0.48,1
CUST00693,Dormant Customers,2,2,3,7,147,1,804.56,0.0,0,0,0.27,1
CUST00694,Dormant Customers,3,2,1,6,74,1,345.14,0.0,0,14,0.23,1
CUST00695,Dormant Customers,1,1,1,3,198,0,0.0,0.0,0,4,0.0,1
CUST00696,Loyal Customers,4,4,3,11,40,2,796.15,0.0,0,1,0.315,0
CUST00697,Dormant Customers,1,1,1,3,247,0,0.0,0.0,0,1,0.0,0
CUST00698,High-Value but Unhappy,5,5,5,15,14,3,2572.72,0.333,2,11,0.27,0
CUST00699,Champions,4,5,5,14,47,4,2191.51,0.0,0,15,0.383,0
CUST00700,Dormant Customers,3,2,1,6,49,1,345.91,0.0,0,1,0.22,0
CUST00701,Dormant Customers,2,2,3,7,122,1,892.63,0.0,0,10,0.0,1
CUST00702,Dormant Customers,3,2,1,6,77,1,357.55,0.0,1,2,0.11,1
CUST00703,Discount-Sensitive,2,2,1,5,104,1,360.06,0.0,0,3,0.31,1
CUST00704,Loyal Customers,4,4,3,11,22,2,1084.34,0.0,0,12,0.345,1
CUST00705,Dormant Customers,5,2,3,10,12,1,872.61,1.0,1,1,0.0,1
CUST00706,Discount-Sensitive,5,2,1,8,2,1,439.07,0.0,0,2,0.33,0
CUST00707,Dormant Customers,1,1,1,3,189,0,0.0,0.0,0,10,0.0,0
CUST00708,Champions,4,5,5,14,45,4,2683.09,0.0,1,5,0.305,0
CUST00709,Dormant Customers,2,2,4,8,129,1,1966.47,0.0,0,0,0.13,1
CUST00710,Champions,5,5,5,15,16,4,2426.17,0.0,0,8,0.275,0
CUST00711,Champions,5,5,5,15,19,5,4117.05,0.0,1,10,0.416,0
CUST00712,Dormant Customers,5,2,2,9,4,1,676.24,0.0,0,2,0.2,0
CUST00713,High-Value but Unhappy,5,5,5,15,3,4,3625.93,0.25,2,10,0.31,0
CUST00714,Loyal Customers,4,5,3,12,40,3,1036.94,0.333,1,2,0.497,0
CUST00715,Loyal Customers,4,5,3,12,25,3,954.63,0.0,0,4,0.517,0
CUST00716,Champions,5,5,4,14,6,3,1449.24,0.0,1,14,0.29,0
CUST00717,Discount-Sensitive,5,2,3,10,0,1,884.85,0.0,0,6,0.31,0
CUST00718,Dormant Customers,2,2,1,5,117,1,348.64,0.0,0,2,0.2,1
CUST00719,Discount-Sensitive,1,2,2,5,168,1,461.68,0.0,0,2,0.41,0
CUST00720,Dormant Customers,1,1,1,3,291,0,0.0,0.0,0,1,0.0,1
CUST00721,Dormant Customers,5,2,4,11,14,1,1856.99,0.0,0,8,0.1,0
CUST00722,Discount-Sensitive,4,2,1,7,30,1,256.54,1.0,1,1,0.6,1
CUST00723,Dormant Customers,3,2,2,7,69,1,546.81,0.0,0,7,0.1,1
CUST00724,Loyal Customers,5,4,3,12,8,2,1014.94,0.0,0,8,0.12,0
CUST00725,At-Risk Customers,2,4,3,9,141,2,950.51,0.0,0,0,0.39,1
CUST00726,At-Risk Customers,2,5,5,12,98,4,4849.51,0.25,0,10,0.34,0
CUST00727,Champions,5,5,5,15,8,4,2696.01,0.25,0,10,0.343,1
CUST00728,Dormant Customers,3,2,1,6,66,1,396.38,1.0,1,6,0.22,1
CUST00729,Discount-Sensitive,2,2,4,8,140,1,1324.83,0.0,0,1,0.38,1
CUST00730,Dormant Customers,1,1,1,3,232,0,0.0,0.0,0,3,0.0,0
CUST00731,Discount-Sensitive,2,2,1,5,136,1,433.67,0.0,0,2,0.42,1
CUST00732,Dormant Customers,5,2,1,8,6,1,402.61,0.0,1,6,0.13,0
CUST00733,Discount-Sensitive,3,2,1,6,66,1,376.53,0.0,0,5,0.31,0
CUST00734,At-Risk Customers,2,4,5,11,89,2,2020.81,0.0,0,6,0.38,0
CUST00735,Loyal Customers,5,4,3,12,12,2,1244.28,0.0,0,1,0.42,0
CUST00736,Loyal Customers,3,5,4,12,66,3,1727.68,0.0,0,3,0.353,1
CUST00737,Dormant Customers,4,2,3,9,24,1,872.88,0.0,0,1,0.16,0
CUST00738,Dormant Customers,3,2,2,7,78,1,545.24,1.0,1,8,0.18,1
CUST00739,Dormant Customers,4,2,3,9,24,1,1047.95,0.0,0,8,0.27,0
CUST00740,Dormant Customers,1,1,1,3,261,0,0.0,0.0,0,5,0.0,1
CUST00741,Dormant Customers,1,1,1,3,225,0,0.0,0.0,0,3,0.0,0
CUST00742,Discount-Sensitive,3,2,1,6,49,1,441.54,0.0,0,5,0.47,1
CUST00743,Discount-Sensitive,5,2,3,10,1,1,1124.66,0.0,0,3,0.4,0
CUST00744,Loyal Customers,3,4,3,10,65,2,1108.58,0.0,0,2,0.14,1
CUST00745,Dormant Customers,5,2,3,10,1,1,1077.53,0.0,0,14,0.28,0
CUST00746,Discount-Sensitive,1,2,1,4,177,1,352.33,0.0,0,0,0.53,1
CUST00747,Discount-Sensitive,5,2,3,10,11,1,1123.87,0.0,1,13,0.31,0
CUST00748,Loyal Customers,3,5,5,13,58,3,2603.35,0.0,0,5,0.123,0
CUST00749,Discount-Sensitive,5,2,3,10,11,1,872.34,0.0,0,13,0.41,0
CUST00750,Loyal Customers,3,4,3,10,49,2,962.3,0.0,0,8,0.39,0
CUST00751,Dormant Customers,5,2,2,9,15,1,657.24,0.0,0,8,0.21,0
CUST00752,At-Risk Customers,2,4,4,10,97,2,1319.55,0.0,0,2,0.235,1
CUST00753,Dormant Customers,2,2,3,7,143,1,1093.17,0.0,0,9,0.16,1
CUST00754,Champions,4,4,5,13,37,2,3639.05,0.0,0,18,0.13,0
CUST00755,Dormant Customers,1,1,1,3,200,0,0.0,0.0,0,12,0.0,1
CUST00756,Discount-Sensitive,2,2,1,5,113,1,329.74,0.0,0,0,0.33,1
CUST00757,Discount-Sensitive,5,2,2,9,8,1,481.24,0.0,0,4,0.33,0
CUST00758,Loyal Customers,3,5,3,11,78,3,1129.62,0.0,0,13,0.31,0
CUST00759,Champions,4,4,4,12,38,2,1562.24,0.0,0,4,0.26,1
CUST00760,Discount-Sensitive,1,2,1,4,162,1,368.74,1.0,0,1,0.32,1
CUST00761,Dormant Customers,1,1,1,3,193,0,0.0,0.0,0,1,0.0,1
CUST00762,Champions,4,4,5,13,46,2,2784.57,0.5,0,8,0.24,0
CUST00763,Dormant Customers,1,1,1,3,188,0,0.0,0.0,0,0,0.0,1
CUST00764,Champions,4,4,4,12,23,2,1414.13,0.0,0,8,0.145,0
CUST00765,At-Risk Customers,2,4,5,11,98,2,2264.58,0.0,0,2,0.385,1
CUST00766,Discount-Sensitive,1,2,1,4,166,1,389.83,0.0,0,7,0.3,1
CUST00767,Discount-Sensitive,3,2,2,7,75,1,468.97,0.0,1,7,0.32,1
CUST00768,Champions,4,4,4,12,21,2,1483.56,0.0,1,3,0.175,0
CUST00769,Loyal Customers,5,4,3,12,18,2,971.74,0.0,0,2,0.275,1
CUST00770,Champions,4,5,5,14,27,3,2711.16,0.0,1,12,0.2,0
CUST00771,Discount-Sensitive,2,2,2,6,90,1,456.76,0.0,1,8,0.41,1
CUST00772,Dormant Customers,1,1,1,3,190,0,0.0,0.0,0,9,0.0,1
CUST00773,Dormant Customers,3,2,2,7,71,1,658.94,0.0,0,4,0.1,1
CUST00774,Dormant Customers,2,2,1,5,101,1,364.21,0.0,0,2,0.15,1
CUST00775,Dormant Customers,4,2,4,10,23,1,1298.92,0.0,0,8,0.23,0
CUST00776,Dormant Customers,2,2,2,6,135,1,547.9,0.0,0,0,0.27,1
CUST00777,Discount-Sensitive,5,2,2,9,10,1,720.41,0.0,0,2,0.32,0
CUST00778,Dormant Customers,1,1,1,3,331,0,0.0,0.0,0,1,0.0,1
CUST00779,Discount-Sensitive,5,2,1,8,6,1,416.15,0.0,0,3,0.49,0
CUST00780,Champions,4,5,5,14,36,4,3232.4,0.25,2,12,0.29,0
CUST00781,Discount-Sensitive,3,2,1,6,49,1,442.8,0.0,0,4,0.38,0
CUST00782,Dormant Customers,1,1,1,3,194,0,0.0,0.0,0,1,0.0,1
CUST00783,Dormant Customers,1,1,1,3,232,0,0.0,0.0,0,3,0.0,1
CUST00784,Champions,4,4,4,12,45,2,1269.12,0.0,0,11,0.355,1
CUST00785,Champions,5,5,4,14,11,3,1464.91,0.0,0,5,0.403,0
CUST00786,Dormant Customers,1,2,3,6,150,1,1030.43,0.0,0,1,0.16,1
CUST00787,Loyal Customers,3,5,5,13,48,3,2376.36,0.0,0,2,0.33,0
CUST00788,Discount-Sensitive,3,2,4,9,49,1,1408.44,0.0,0,8,0.39,0
CUST00789,Discount-Sensitive,3,2,2,7,55,1,753.6,0.0,0,1,0.36,0
CUST00790,Dormant Customers,3,2,2,7,78,1,458.83,0.0,1,9,0.19,1
CUST00791,Dormant Customers,1,1,1,3,230,0,0.0,0.0,0,0,0.0,1
CUST00792,Dormant Customers,1,2,4,7,148,1,1395.21,0.0,0,4,0.18,1
CUST00793,Dormant Customers,2,2,4,8,113,1,1730.51,0.0,0,1,0.26,1
CUST00794,Dormant Customers,1,2,1,4,171,1,413.58,0.0,0,7,0.23,1
CUST00795,At-Risk Customers,2,4,5,11,138,2,2258.74,0.0,0,2,0.16,1
CUST00796,Dormant Customers,1,2,4,7,151,1,1622.25,0.0,0,8,0.28,1
CUST00797,Dormant Customers,5,2,1,8,9,1,408.27,0.0,0,7,0.16,0
CUST00798,Loyal Customers,3,4,4,11,57,2,1507.09,0.0,0,8,0.225,0
CUST00799,Loyal Customers,3,4,2,9,56,2,738.93,0.0,0,2,0.365,1
CUST00800,Champions,5,5,5,15,12,5,5040.63,0.0,0,7,0.188,0
CUST00801,Loyal Customers,3,4,4,11,76,2,1510.24,0.0,1,1,0.22,1
CUST00802,Dormant Customers,1,1,1,3,201,0,0.0,0.0,0,1,0.0,1
CUST00803,Loyal Customers,3,4,5,12,53,2,2106.41,0.0,0,2,0.325,0
CUST00804,Dormant Customers,5,2,3,10,14,1,969.91,0.0,0,7,0.22,0
CUST00805,Dormant Customers,4,2,3,9,41,1,780.79,0.0,0,8,0.11,0
CUST00806,Discount-Sensitive,4,2,3,9,21,1,976.95,0.0,0,11,0.46,0
CUST00807,Dormant Customers,2,2,2,6,112,1,594.61,0.0,0,4,0.25,1
CUST00808,Discount-Sensitive,3,2,1,6,53,1,444.73,0.0,1,16,0.39,0
CUST00809,Champions,4,5,4,13,22,3,1886.26,0.333,1,12,0.313,0
CUST00810,Dormant Customers,1,1,1,3,217,0,0.0,0.0,0,0,0.0,0
CUST00811,Dormant Customers,1,1,1,3,184,0,0.0,0.0,0,2,0.0,1
CUST00812,Dormant Customers,1,1,1,3,189,0,0.0,0.0,0,0,0.0,1
CUST00813,Champions,5,5,5,15,5,4,3695.8,0.0,1,11,0.17,0
CUST00814,At-Risk Customers,2,4,5,11,88,2,3500.93,0.0,0,14,0.245,0
CUST00815,At-Risk Customers,2,4,5,11,137,2,2569.54,0.0,0,3,0.26,0
CUST00816,Loyal Customers,3,4,5,12,59,2,2688.92,0.0,1,7,0.3,0
CUST00817,Champions,5,5,5,15,9,7,6352.75,0.0,0,13,0.297,0
CUST00818,Dormant Customers,2,2,3,7,147,1,988.84,0.0,0,1,0.12,1
CUST00819,Champions,4,5,5,14,28,4,2164.49,0.0,0,5,0.177,0
CUST00820,Dormant Customers,1,1,1,3,189,0,0.0,0.0,0,4,0.0,1
CUST00821,Discount-Sensitive,2,2,1,5,94,1,409.56,0.0,1,6,0.36,0
CUST00822,Loyal Customers,3,5,4,12,76,3,1713.47,0.0,1,10,0.327,0
CUST00823,At-Risk Customers,2,4,2,8,146,2,546.33,0.5,0,2,0.345,1
CUST00824,Dormant Customers,5,2,1,8,4,1,446.93,0.0,0,4,0.14,0
CUST00825,Dormant Customers,2,2,1,5,97,1,410.77,0.0,0,3,0.25,1
CUST00826,At-Risk Customers,1,4,5,10,158,2,2063.86,0.0,0,9,0.265,1
CUST00827,Dormant Customers,3,2,4,9,57,1,1699.04,0.0,0,4,0.16,0
CUST00828,Discount-Sensitive,2,2,1,5,90,1,355.91,0.0,0,5,0.39,1
CUST00829,Loyal Customers,3,5,5,13,62,4,3162.52,0.0,0,9,0.278,0
CUST00830,Loyal Customers,5,4,3,12,19,2,1150.55,0.0,0,11,0.355,0
CUST00831,High-Value but Unhappy,5,4,3,12,6,2,994.83,0.0,2,11,0.375,0
CUST00832,Dormant Customers,5,2,2,9,0,1,716.8,0.0,0,9,0.16,0
CUST00833,Discount-Sensitive,3,2,3,8,67,1,1142.84,0.0,0,6,0.49,1
CUST00834,Dormant Customers,5,2,3,10,2,1,971.01,0.0,0,6,0.27,0
CUST00835,At-Risk Customers,1,5,4,10,157,3,1837.3,0.0,0,8,0.29,1
CUST00836,Champions,5,4,4,13,9,2,1640.21,0.0,0,7,0.29,0
CUST00837,Champions,5,4,4,13,15,2,1476.76,0.0,0,7,0.345,0
CUST00838,Discount-Sensitive,5,2,1,8,9,1,402.67,0.0,1,11,0.51,1
CUST00839,At-Risk Customers,1,4,3,8,162,2,860.28,0.0,0,2,0.2,1
CUST00840,Loyal Customers,3,5,5,13,58,3,3328.28,0.0,0,3,0.29,0
CUST00841,At-Risk Customers,2,5,5,12,99,6,5236.09,0.167,0,2,0.19,0
CUST00842,Loyal Customers,3,4,4,11,71,2,1823.97,0.0,1,1,0.33,0
CUST00843,Discount-Sensitive,4,2,3,9,45,1,803.69,1.0,1,1,0.4,1
CUST00844,Discount-Sensitive,5,2,1,8,19,1,410.24,0.0,0,1,0.32,0
CUST00845,Discount-Sensitive,2,2,3,7,96,1,777.67,0.0,1,4,0.56,1
CUST00846,Champions,4,5,4,13,41,3,1899.26,0.333,1,15,0.12,0
CUST00847,Discount-Sensitive,5,2,4,11,4,1,1420.5,0.0,0,12,0.5,0
CUST00848,Dormant Customers,5,2,2,9,4,1,547.18,0.0,0,8,0.28,0
CUST00849,Champions,5,5,5,15,6,4,2776.86,0.0,0,9,0.295,0
CUST00850,Champions,5,4,5,14,7,2,2278.03,0.5,1,5,0.355,1
CUST00851,Dormant Customers,5,2,3,10,0,1,822.7,0.0,0,8,0.28,0
CUST00852,Loyal Customers,3,4,3,10,66,2,935.26,0.0,0,1,0.39,0
CUST00853,Discount-Sensitive,3,2,1,6,61,1,318.94,0.0,1,9,0.47,1
CUST00854,Dormant Customers,1,1,1,3,279,0,0.0,0.0,0,1,0.0,1
CUST00855,Dormant Customers,1,1,1,3,292,0,0.0,0.0,0,1,0.0,1
CUST00856,Dormant Customers,2,2,5,9,135,1,2235.84,0.0,0,1,0.19,0
CUST00857,Loyal Customers,3,4,4,11,67,2,1852.15,0.0,1,3,0.365,0
CUST00858,At-Risk Customers,2,4,4,10,90,2,1268.61,0.0,0,1,0.27,1
CUST00859,Discount-Sensitive,1,2,2,5,169,1,769.89,0.0,0,10,0.3,1
CUST00860,Dormant Customers,3,2,4,9,79,1,1472.26,0.0,1,7,0.27,0
CUST00861,Dormant Customers,1,2,3,6,170,1,798.67,0.0,0,3,0.09,1
CUST00862,Dormant Customers,1,1,1,3,453,0,0.0,0.0,0,2,0.0,1
CUST00863,Champions,4,4,4,12,25,2,1710.22,0.0,0,6,0.26,0
CUST00864,Discount-Sensitive,2,2,1,5,138,1,316.53,0.0,0,2,0.41,1
CUST00865,Loyal Customers,3,4,4,11,50,2,1503.11,0.0,1,10,0.38,0
CUST00866,Dormant Customers,4,2,4,10,26,1,1280.71,0.0,0,5,0.06,1
CUST00867,Discount-Sensitive,5,2,1,8,15,1,424.64,0.0,1,6,0.55,1
CUST00868,Discount-Sensitive,5,2,3,10,20,1,832.57,0.0,0,14,0.4,0
CUST00869,At-Risk Customers,2,5,4,11,93,3,1700.01,0.0,0,0,0.347,1
CUST00870,At-Risk Customers,2,5,5,12,86,3,2224.05,0.0,0,13,0.297,0
CUST00871,At-Risk Customers,2,5,4,11,122,3,1703.85,0.0,0,3,0.243,1
CUST00872,Dormant Customers,2,2,3,7,125,1,799.03,0.0,0,6,0.16,1
CUST00873,Champions,5,4,5,14,3,2,1994.21,0.0,0,2,0.09,0
CUST00874,Dormant Customers,4,2,2,8,21,1,511.56,0.0,0,7,0.24,1
CUST00875,Discount-Sensitive,4,2,1,7,30,1,363.1,0.0,0,1,0.31,0
CUST00876,Loyal Customers,4,4,3,11,36,2,938.71,0.0,1,6,0.39,1
CUST00877,Loyal Customers,3,4,3,10,63,2,831.49,0.0,0,7,0.23,1
CUST00878,At-Risk Customers,2,4,5,11,134,2,2578.68,0.0,0,12,0.13,0
CUST00879,At-Risk Customers,1,4,5,10,155,2,2576.47,0.0,0,4,0.27,1
CUST00880,Champions,5,5,4,14,16,3,1801.75,0.0,0,11,0.253,0
CUST00881,Dormant Customers,5,2,3,10,4,1,1185.63,0.0,0,6,0.27,0
CUST00882,Loyal Customers,3,4,3,10,85,2,894.79,0.0,1,2,0.225,1
CUST00883,At-Risk Customers,2,4,5,11,126,2,4600.78,0.0,0,1,0.07,0
CUST00884,Dormant Customers,1,1,1,3,271,0,0.0,0.0,0,1,0.0,1
CUST00885,Loyal Customers,4,4,3,11,31,2,1199.0,0.5,0,10,0.32,1
CUST00886,Discount-Sensitive,5,2,1,8,1,1,304.87,0.0,0,3,0.42,0
CUST00887,Dormant Customers,5,2,4,11,9,1,1399.24,0.0,0,0,0.23,0
CUST00888,Discount-Sensitive,2,2,3,7,108,1,1200.57,0.0,0,0,0.36,1
CUST00889,Champions,4,4,4,12,44,2,1597.41,0.0,0,2,0.42,1
CUST00890,Dormant Customers,4,2,2,8,24,1,631.59,0.0,1,1,0.06,0
CUST00891,Loyal Customers,5,4,3,12,13,2,1207.62,0.0,0,0,0.38,0
CUST00892,Discount-Sensitive,5,2,1,8,9,1,360.98,0.0,0,5,0.48,0
CUST00893,Dormant Customers,2,2,2,6,99,1,563.11,0.0,0,5,0.28,1
CUST00894,Champions,4,4,4,12,25,2,1903.85,0.0,1,2,0.31,1
CUST00895,Discount-Sensitive,3,2,1,6,54,1,168.81,0.0,1,14,0.43,1
CUST00896,Champions,5,5,5,15,10,5,2728.69,0.0,1,3,0.318,0
CUST00897,Dormant Customers,5,2,2,9,13,1,584.95,0.0,0,3,0.11,0
CUST00898,Dormant Customers,1,1,1,3,339,0,0.0,0.0,0,2,0.0,1
CUST00899,Dormant Customers,1,1,1,3,187,0,0.0,0.0,0,4,0.0,1
CUST00900,Loyal Customers,3,4,3,10,58,2,1242.65,0.0,1,1,0.25,1
CUST00901,Champions,4,5,4,13,35,3,1694.62,0.0,2,9,0.257,0
CUST00902,Dormant Customers,5,2,4,11,6,1,1318.64,0.0,0,5,0.29,0
CUST00903,Discount-Sensitive,4,2,2,8,42,1,632.18,0.0,1,13,0.34,1
CUST00904,Champions,4,5,5,14,41,4,3412.27,0.25,0,7,0.25,0
CUST00905,Champions,4,4,4,12,30,2,1971.87,0.0,0,11,0.31,0
CUST00906,Champions,4,4,4,12,38,2,1449.41,0.0,0,3,0.395,1
CUST00907,Dormant Customers,1,1,1,3,220,0,0.0,0.0,0,2,0.0,1
CUST00908,Champions,4,4,5,13,27,2,2799.02,0.0,1,3,0.21,0
CUST00909,Dormant Customers,1,1,1,3,185,0,0.0,0.0,0,0,0.0,1
CUST00910,Discount-Sensitive,2,2,3,7,127,1,1239.32,0.0,0,3,0.39,1
CUST00911,Champions,4,5,5,14,30,4,2586.44,0.0,0,2,0.215,0
CUST00912,Discount-Sensitive,2,2,3,7,138,1,1252.31,0.0,0,0,0.31,1
CUST00913,Dormant Customers,1,1,1,3,183,0,0.0,0.0,0,1,0.0,1
CUST00914,Loyal Customers,4,4,3,11,36,2,1175.85,0.0,0,13,0.39,0
CUST00915,Discount-Sensitive,2,2,2,6,113,1,600.29,0.0,0,1,0.41,1
CUST00916,Champions,5,4,4,13,20,2,1344.17,0.0,1,9,0.245,0
CUST00917,Dormant Customers,1,1,1,3,286,0,0.0,0.0,0,1,0.0,1
CUST00918,Dormant Customers,1,1,1,3,236,0,0.0,0.0,0,1,0.0,1
CUST00919,Champions,5,4,5,14,10,2,1976.34,0.0,1,13,0.23,0
CUST00920,Discount-Sensitive,3,2,2,7,66,1,761.95,1.0,1,12,0.37,1
CUST00921,Dormant Customers,1,1,1,3,195,0,0.0,0.0,0,3,0.0,1
CUST00922,Dormant Customers,5,2,3,10,11,1,1131.6,0.0,0,9,0.19,0
CUST00923,Loyal Customers,3,4,3,10,57,2,1201.76,0.0,1,8,0.19,1
CUST00924,Discount-Sensitive,4,2,4,10,44,1,1642.68,0.0,0,1,0.41,0
CUST00925,Discount-Sensitive,4,2,2,8,44,1,464.59,0.0,1,6,0.3,0
CUST00926,Champions,5,5,4,14,1,3,1704.96,0.0,1,5,0.21,0
CUST00927,Dormant Customers,1,1,1,3,343,0,0.0,0.0,0,1,0.0,1
CUST00928,Dormant Customers,1,1,1,3,229,0,0.0,0.0,0,1,0.0,1
CUST00929,Dormant Customers,4,2,1,7,43,1,325.51,0.0,0,5,0.11,0
CUST00930,Loyal Customers,3,5,5,13,59,4,2336.49,0.25,1,9,0.355,0
CUST00931,Discount-Sensitive,4,2,3,9,30,1,1030.44,0.0,0,11,0.36,0
CUST00932,Dormant Customers,3,2,2,7,83,1,688.68,1.0,1,12,0.2,1
CUST00933,Dormant Customers,1,1,1,3,205,0,0.0,0.0,0,0,0.0,1
CUST00934,Dormant Customers,4,2,2,8,44,1,664.65,0.0,1,4,0.12,1
CUST00935,Champions,4,5,5,14,28,5,3594.4,0.0,0,7,0.352,0
CUST00936,Dormant Customers,4,2,4,10,35,1,1697.0,0.0,1,3,0.14,0
CUST00937,At-Risk Customers,2,4,3,9,126,2,1039.65,0.0,0,2,0.165,1
CUST00938,Discount-Sensitive,4,2,4,10,26,1,1882.4,0.0,1,2,0.4,1
CUST00939,Dormant Customers,5,2,2,9,9,1,560.91,0.0,0,7,0.18,0
